B1,B2,B3,B4,B5,Zone
0,0,-71,0,0,6
0,0,-78,0,0,6
0,0,0,0,-83,6
0,-60,0,-77,0,6
-73,0,0,-81,0,6
0,0,-68,0,0,6
0,0,-70,0,-75,6
0,-69,0,0,0,6
-77,-59,0,0,0,6
0,0,-73,0,-79,6
0,0,0,0,-75,6
0,0,0,-89,0,6
-78,-63,0,-75,0,6
-69,0,0,0,0,6
0,0,-71,0,-78,6
0,-68,0,0,0,6
0,-55,0,-80,0,6
-84,0,-74,0,-77,6
0,0,-72,0,-78,6
0,0,0,-79,0,6
0,-58,0,-78,0,6
-70,-65,0,0,0,6
0,0,-70,0,-78,6
0,-69,0,-75,0,6
0,-61,0,0,0,6
-73,0,-72,0,0,6
0,0,-66,0,0,6
0,-58,0,0,0,6
-76,-58,0,0,0,6
0,0,-74,0,0,6
0,0,0,0,-79,6
0,-61,0,0,0,6
-72,-66,0,0,0,6
0,0,-76,0,0,6
0,0,-78,0,-90,6
0,0,0,-81,0,6
0,-66,0,0,0,6
0,0,0,-71,0,6
-75,0,0,0,0,6
0,0,0,0,-92,6
0,0,-71,0,-79,6
0,-70,0,0,0,6
-71,0,0,0,0,6
0,-65,0,0,0,6
0,0,-68,0,-81,6
0,0,0,-72,0,6
0,0,-70,0,0,6
-84,-71,0,-76,0,6
0,-59,0,0,0,6
0,0,-73,0,0,6
0,0,0,0,-82,6
0,-67,0,-84,0,6
-79,-65,0,0,0,6
0,0,-70,0,-78,6
0,0,-68,0,0,6
0,0,-71,0,-78,6
0,-71,0,0,0,6
-79,0,0,0,0,6
-74,0,0,0,0,6
0,0,-75,0,-94,6
-77,-62,0,0,0,6
-84,0,0,0,0,6
0,0,-77,0,0,6
0,-67,0,0,0,6
0,-63,0,0,0,6
-76,0,0,0,0,6
0,0,0,-69,0,6
-77,0,0,0,0,6
0,0,-74,0,0,6
0,0,0,0,-86,6
0,-58,0,0,0,6
-75,0,0,0,0,6
-75,0,0,0,0,6
0,0,0,0,-79,6
0,0,0,0,-80,6
0,-62,0,-79,0,6
-75,-56,0,-73,0,6
-84,0,0,0,0,6
0,-68,0,-77,0,6
-76,0,0,0,0,6
0,0,-75,0,0,6
-81,0,0,0,0,6
-69,0,0,0,0,6
0,0,0,0,-88,6
-77,-62,0,-80,0,6
0,0,-79,0,-78,6
0,0,0,-80,0,6
0,0,0,0,-86,6
0,0,0,0,-91,6
0,-65,0,0,0,6
-78,-66,0,0,0,6
0,0,-71,0,-88,6
0,0,-78,0,-76,6
0,0,0,-76,0,6
0,-66,0,0,0,6
-84,0,0,0,0,6
0,0,-76,0,0,6
0,0,-80,0,0,6
0,-60,0,-73,0,6
-68,0,0,0,0,6
0,-61,0,0,0,6
-78,-68,0,0,0,6
-85,0,0,0,0,6
0,0,-71,0,-83,6
0,0,-65,0,-88,6
0,-66,0,0,0,6
-81,0,0,0,0,6
0,0,-67,0,-80,6
-73,0,0,-71,0,6
-75,0,0,0,0,6
0,0,-73,0,0,6
0,0,-66,0,0,6
0,-67,0,-75,0,6
0,-64,0,-68,0,6
0,-69,0,0,0,6
-79,0,0,-78,0,6
0,0,-69,0,0,6
0,-62,0,0,0,6
-71,-60,0,0,0,6
0,0,0,0,-76,6
0,-68,0,0,0,6
-77,0,0,0,0,6
0,0,-79,0,-82,6
0,-62,0,-77,0,6
0,0,0,-77,0,6
0,0,-75,0,0,6
0,-57,0,0,0,6
-67,-62,0,0,0,6
0,0,-70,0,-81,6
0,-63,0,0,0,6
-81,0,0,0,0,6
0,0,-70,0,-86,6
0,0,0,-73,0,6
-84,0,0,-84,0,6
-71,0,0,0,0,6
0,0,0,0,-80,6
0,-66,0,0,0,6
-85,0,0,-70,0,6
0,0,-70,0,0,6
0,0,-70,0,-90,6
-70,-62,0,0,0,6
0,0,0,0,-84,6
0,0,-70,0,-93,6
0,-70,0,-71,0,6
-75,-71,0,-76,0,6
0,0,-71,0,-77,6
0,-73,0,-75,0,6
-88,0,0,0,0,6
0,0,-72,0,0,6
0,0,-73,0,0,6
0,-64,0,0,0,6
0,0,0,-76,0,6
0,0,-71,0,0,6
-84,0,0,0,0,6
0,-75,0,-79,0,6
