B1,B2,B3,B4,B5,Zone
0,-82,-86,0,-81,2
0,0,-80,0,-89,2
-53,0,0,0,0,2
-55,0,0,0,0,2
0,0,0,-79,0,2
0,-70,0,0,0,2
0,-81,0,0,-84,2
0,0,-75,0,0,2
-63,0,0,0,0,2
-55,0,0,0,0,2
0,-73,0,0,0,2
-52,0,0,0,0,2
0,-85,0,0,0,2
0,-75,0,0,0,2
0,0,-85,0,0,2
-67,0,0,0,0,2
-58,0,0,0,0,2
0,-61,0,0,0,2
0,-78,-69,0,-78,2
0,0,-85,0,0,2
0,0,0,-84,0,2
0,-80,0,0,0,2
0,-82,0,0,0,2
0,0,0,0,-78,2
-49,0,0,0,0,2
0,0,0,-80,0,2
0,-67,0,0,0,2
0,0,-85,0,-77,2
0,0,-77,0,-76,2
-57,0,0,0,0,2
0,-79,0,-92,0,2
0,0,-77,0,0,2
0,0,-87,0,0,2
0,0,0,-87,0,2
0,-68,0,-82,0,2
0,0,0,0,-73,2
0,0,-83,0,0,2
0,0,0,0,-75,2
-60,0,0,0,0,2
-55,0,0,0,0,2
0,0,-76,0,-79,2
0,0,-81,0,0,2
-63,0,0,0,0,2
0,0,0,-78,0,2
0,0,0,-78,0,2
0,0,-80,0,0,2
-62,0,0,0,0,2
0,-68,0,0,-77,2
0,0,-74,0,0,2
-59,0,0,0,0,2
-60,0,0,0,0,2
0,0,0,-85,0,2
0,0,0,-83,0,2
0,-77,0,0,0,2
0,0,-81,0,0,2
-51,0,0,0,0,2
0,-75,0,0,0,2
0,0,-83,0,0,2
-75,0,-84,0,0,2
-54,0,0,0,0,2
0,0,0,-91,0,2
0,0,0,-83,0,2
0,-73,0,0,0,2
0,0,0,0,-75,2
0,0,0,0,-77,2
-54,0,0,0,0,2
0,0,0,-75,0,2
0,-78,0,0,0,2
0,0,-82,0,-81,2
-59,0,0,0,0,2
0,0,0,-77,0,2
0,-75,0,0,0,2
0,0,0,0,-82,2
-67,0,-89,0,0,2
0,0,0,-79,0,2
0,0,0,-87,0,2
0,0,0,-79,0,2
0,0,0,-77,0,2
0,-69,0,-86,0,2
-54,-68,-77,0,0,2
0,0,0,-73,0,2
0,-76,0,0,0,2
0,0,0,0,-76,2
-67,0,0,0,0,2
0,0,-76,0,0,2
-51,0,0,0,0,2
0,0,0,-77,0,2
0,-76,0,-84,0,2
0,-82,0,0,0,2
0,0,-86,0,0,2
-54,0,0,0,0,2
0,-81,0,0,0,2
0,0,0,0,-78,2
0,0,-73,0,-74,2
-55,0,0,0,0,2
0,0,0,-84,0,2
0,-84,0,-82,0,2
0,0,0,0,-82,2
0,0,-78,0,0,2
-51,0,-72,0,0,2
0,0,0,-87,0,2
0,-72,0,0,0,2
0,0,0,0,-71,2
-62,0,0,0,0,2
-66,0,0,0,0,2
0,0,0,-78,0,2
0,-73,0,0,0,2
0,-82,0,0,0,2
0,0,0,0,-71,2
-53,0,0,0,0,2
-60,0,0,0,0,2
0,0,0,-91,0,2
0,-74,0,0,0,2
0,0,0,0,-88,2
-68,0,-80,0,0,2
0,-66,0,0,0,2
0,0,0,0,-76,2
-48,0,-84,0,-73,2
-57,0,0,0,0,2
0,0,0,-89,0,2
0,-74,0,0,0,2
0,0,0,0,-85,2
-54,0,-81,0,0,2
-61,0,0,0,0,2
0,0,0,-84,0,2
0,-73,0,0,0,2
0,0,0,-77,0,2
0,0,0,0,-88,2
0,0,-80,0,0,2
-68,0,-78,0,0,2
0,-73,0,0,0,2
0,0,0,0,-75,2
-64,0,0,0,0,2
-57,0,-76,0,0,2
0,0,0,-80,0,2
0,-86,0,0,0,2
0,0,0,0,-71,2
0,0,0,0,-76,2
-58,0,-73,0,0,2
-60,0,0,0,0,2
0,0,0,-77,0,2
0,-78,0,0,0,2
0,0,0,0,-85,2
0,0,-85,0,0,2
0,0,0,-81,0,2
0,-70,0,0,0,2
0,0,0,0,-79,2
-66,0,0,0,0,2
-56,0,0,0,0,2
0,-71,0,0,0,2
0,0,0,0,-80,2
-59,0,0,0,0,2
0,0,0,-81,0,2
0,-79,0,-75,0,2
0,0,-84,0,0,2
